招标单位,年份,地区,新老客户,服装类型,单位,中标情况,报价,成本,限价,评标方法
国网江苏省电力有限公司,2023,江苏,老,工作服5,宁波博洋服饰集团有限公司,0,746.83169,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,江苏双惠鞋服有限公司,0,758.488825,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,南京际华五三零二服饰装具有限责任公司,0,759.419723,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,江苏汇鸿国际集团中锦控股有限公司,0,761.364477,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,陕西美戈尔衣业有限公司,0,763.106676,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,江苏成龙服饰科技有限公司,0,764.591561,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,杉杉品牌运营股份有限公司,0,765.437837,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,浙江爱伊美服装有限公司,0,768.650626,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,浙江乔顿服饰股份有限公司,0,769.176087,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,江苏澳洋纺织实业有限公司,0,780.10906,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,湖北东源电力服装有限公司,0,782.977052,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,山东希努尔服装有限公司,0,789.976785,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,江苏扬子豚服饰有限公司,0,790.664233,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
国网江苏省电力有限公司,2023,江苏,老,工作服5,南京际华三五〇三服装有限公司,0,793.797667,,,"1.确定有效投标人(仅为计算基准价使用)
（1）初评合格投标人在5名以内（含5名）时，评标价格在所有初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则所有初评合格投标人为有效投标人。
（2）评合格投标人在5名-10名（含10名）时，先去掉评标价最高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（3）初评合格投标人在10名-20名（含20名）时，先去掉评标价最高、次高和最低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（4）初评合格投标人在20名-30名（含30名）时，先去掉评标价最高、次高、第三高和最低、次低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
（5）初评合格投标人在30名（不含30名）以上时，先去掉评标价四个较高和三个较低者后，评标价格在剩余X个初评合格投标人的评标价算术平均值A1的[-15%，15%]区间内（不含本数）的投标人为有效投标人。当区间内的合格投标人数为0时，则X个初评合格投标人为有效投标人。
2.计算基准价
（1）计算有效投标人的评标价算术平均值A2。
（2）基准价=A2*（1-C）。
其中C为基准价浮动系数。
3.计算价格部分得分（按百分制计算，实际得分应以下述公式计算结果乘以价格评分权重）
价格部分得分=100-100×n×|投标人的评标总价-基准价|/基准价；
    当投标人的评标总价>=基准价，n=n1；
    当投标人的评标总价<基准价，n=n2；
当计算出的价格部分得分<0，按0分计。
4.参数取值：C=0，n1=1.0，n2=1.0。"
